Python 3.12.5
['▁<', '|', 'endo', 'f', 'text', '|', '>']
[39, 19, 37, 35, 38, 19, 40]
Step 1851/953240 - LR:0.0016 - train_loss: 2.816
Step 1861/953240 - LR:0.0017 - train_loss: 2.782
Step 1871/953240 - LR:0.0016 - train_loss: 2.836
Step 1881/953240 - LR:0.0017 - train_loss: 2.824
Step 1891/953240 - LR:0.0016 - train_loss: 2.826
Step 1901/953240 - LR:0.0017 - train_loss: 2.780
Step 1911/953240 - LR:0.0016 - train_loss: 2.812
Step 1921/953240 - LR:0.0017 - train_loss: 2.775
Step 1931/953240 - LR:0.0016 - train_loss: 2.765
Step 1941/953240 - LR:0.0016 - train_loss: 2.755
Step 1951/953240 - LR:0.0016 - train_loss: 2.772
Step 1961/953240 - LR:0.0017 - train_loss: 2.689
Step 1971/953240 - LR:0.0016 - train_loss: 2.753
Step 1981/953240 - LR:0.0017 - train_loss: 2.757
Step 1991/953240 - LR:0.0016 - train_loss: 2.750
Step 2001/953240 - LR:0.0017 - train_loss: 2.744
Step 2011/953240 - LR:0.0016 - train_loss: 2.734
Step 2021/953240 - LR:0.0016 - train_loss: 2.732
Step 2031/953240 - LR:0.0016 - train_loss: 2.739
Step 2041/953240 - LR:0.0017 - train_loss: 2.671
Step 2051/953240 - LR:0.0016 - train_loss: 2.711
Step 2061/953240 - LR:0.0017 - train_loss: 2.718
Step 2071/953240 - LR:0.0016 - train_loss: 2.728
Step 2081/953240 - LR:0.0017 - train_loss: 2.716
Step 2091/953240 - LR:0.0016 - train_loss: 2.759
Step 2101/953240 - LR:0.0017 - train_loss: 2.678
Step 2111/953240 - LR:0.0016 - train_loss: 2.730
Step 2121/953240 - LR:0.0017 - train_loss: 2.664
Step 2131/953240 - LR:0.0016 - train_loss: 2.685
Step 2141/953240 - LR:0.0017 - train_loss: 2.643
Step 2151/953240 - LR:0.0016 - train_loss: 2.669
Step 2161/953240 - LR:0.0017 - train_loss: 2.642
Step 2171/953240 - LR:0.0016 - train_loss: 2.745
Step 2181/953240 - LR:0.0017 - train_loss: 2.668
Step 2191/953240 - LR:0.0016 - train_loss: 2.708
Step 2201/953240 - LR:0.0017 - train_loss: 2.610
Step 2211/953240 - LR:0.0016 - train_loss: 2.712
Step 2221/953240 - LR:0.0017 - train_loss: 2.623
Step 2231/953240 - LR:0.0016 - train_loss: 2.665
Step 2241/953240 - LR:0.0017 - train_loss: 2.595
Step 2251/953240 - LR:0.0016 - train_loss: 2.643
Step 2261/953240 - LR:0.0017 - train_loss: 2.594
Step 2271/953240 - LR:0.0016 - train_loss: 2.618
Step 2281/953240 - LR:0.0017 - train_loss: 2.570
Step 2291/953240 - LR:0.0016 - train_loss: 2.621
Step 2301/953240 - LR:0.0017 - train_loss: 2.554
Step 2311/953240 - LR:0.0016 - train_loss: 2.596
Step 2321/953240 - LR:0.0016 - train_loss: 2.582
Step 2331/953240 - LR:0.0016 - train_loss: 2.622
Step 2341/953240 - LR:0.0017 - train_loss: 2.541
Step 2351/953240 - LR:0.0016 - train_loss: 2.637
Step 2361/953240 - LR:0.0017 - train_loss: 2.583
Step 2371/953240 - LR:0.0016 - train_loss: 2.675
Step 2381/953240 - LR:0.0017 - train_loss: 2.552
Step 2391/953240 - LR:0.0016 - train_loss: 2.636
Step 2401/953240 - LR:0.0017 - train_loss: 2.543
Step 2411/953240 - LR:0.0016 - train_loss: 2.609
Step 2421/953240 - LR:0.0017 - train_loss: 2.522
Step 2431/953240 - LR:0.0016 - train_loss: 2.587
Step 2441/953240 - LR:0.0017 - train_loss: 2.541
Step 2451/953240 - LR:0.0016 - train_loss: 2.602
Step 2461/953240 - LR:0.0017 - train_loss: 2.534
Step 2471/953240 - LR:0.0016 - train_loss: 2.604
Step 2481/953240 - LR:0.0017 - train_loss: 2.525
Step 2491/953240 - LR:0.0016 - train_loss: 2.556
Step 2501/953240 - LR:0.0017 - train_loss: 2.526
Step 2511/953240 - LR:0.0016 - train_loss: 2.556
Step 2521/953240 - LR:0.0017 - train_loss: 2.549
Step 2531/953240 - LR:0.0016 - train_loss: 2.575
Step 2541/953240 - LR:0.0017 - train_loss: 2.472
Step 2551/953240 - LR:0.0016 - train_loss: 2.560
Step 2561/953240 - LR:0.0017 - train_loss: 2.509
Step 2571/953240 - LR:0.0016 - train_loss: 2.521
Step 2581/953240 - LR:0.0017 - train_loss: 2.466
Step 2591/953240 - LR:0.0016 - train_loss: 2.518
Step 2601/953240 - LR:0.0017 - train_loss: 2.468
Step 2611/953240 - LR:0.0016 - train_loss: 2.533
Step 2621/953240 - LR:0.0017 - train_loss: 2.448
Step 2631/953240 - LR:0.0016 - train_loss: 2.501
Step 2641/953240 - LR:0.0017 - train_loss: 2.479
Step 2651/953240 - LR:0.0016 - train_loss: 2.491
Step 2661/953240 - LR:0.0017 - train_loss: 2.471
Step 2671/953240 - LR:0.0016 - train_loss: 2.512
Step 2681/953240 - LR:0.0017 - train_loss: 2.447
Step 2691/953240 - LR:0.0016 - train_loss: 2.517
Step 2701/953240 - LR:0.0017 - train_loss: 2.486
Step 2711/953240 - LR:0.0016 - train_loss: 2.483
Step 2721/953240 - LR:0.0017 - train_loss: 2.433
Step 2731/953240 - LR:0.0016 - train_loss: 2.526
Step 2741/953240 - LR:0.0017 - train_loss: 2.439
Step 2751/953240 - LR:0.0016 - train_loss: 2.449
Step 2761/953240 - LR:0.0017 - train_loss: 2.443
Step 2771/953240 - LR:0.0016 - train_loss: 2.524
Step 2781/953240 - LR:0.0017 - train_loss: 2.449
Step 2791/953240 - LR:0.0016 - train_loss: 2.485
Step 2801/953240 - LR:0.0017 - train_loss: 2.465
Step 2811/953240 - LR:0.0016 - train_loss: 2.464
Step 2821/953240 - LR:0.0016 - train_loss: 2.413
Step 2831/953240 - LR:0.0016 - train_loss: 2.460
Step 2841/953240 - LR:0.0017 - train_loss: 2.407
Step 2851/953240 - LR:0.0016 - train_loss: 2.455
Step 2861/953240 - LR:0.0017 - train_loss: 2.408
Step 2871/953240 - LR:0.0016 - train_loss: 2.416
Step 2881/953240 - LR:0.0017 - train_loss: 2.404
Step 2891/953240 - LR:0.0016 - train_loss: 2.465
Step 2901/953240 - LR:0.0017 - train_loss: 2.412
Step 2911/953240 - LR:0.0016 - train_loss: 2.483
Step 2921/953240 - LR:0.0017 - train_loss: 2.384
Step 2931/953240 - LR:0.0016 - train_loss: 2.456
Step 2941/953240 - LR:0.0017 - train_loss: 2.358
Step 2951/953240 - LR:0.0016 - train_loss: 2.428
Step 2961/953240 - LR:0.0017 - train_loss: 2.378
Step 2971/953240 - LR:0.0016 - train_loss: 2.457
Step 2981/953240 - LR:0.0016 - train_loss: 2.388
Step 2991/953240 - LR:0.0016 - train_loss: 2.437
Step 3001/953240 - LR:0.0017 - train_loss: 2.408
Step 3011/953240 - LR:0.0016 - train_loss: 2.441
Step 3021/953240 - LR:0.0017 - train_loss: 2.358
Step 3031/953240 - LR:0.0016 - train_loss: 2.414
Step 3041/953240 - LR:0.0017 - train_loss: 2.381
Step 3051/953240 - LR:0.0016 - train_loss: 2.414
Step 3061/953240 - LR:0.0017 - train_loss: 2.370
Step 3071/953240 - LR:0.0016 - train_loss: 2.384
Step 3081/953240 - LR:0.0017 - train_loss: 2.339
Step 3091/953240 - LR:0.0016 - train_loss: 2.380
Step 3101/953240 - LR:0.0017 - train_loss: 2.341
Step 3111/953240 - LR:0.0016 - train_loss: 2.366
Step 3121/953240 - LR:0.0017 - train_loss: 2.307
Step 3131/953240 - LR:0.0016 - train_loss: 2.371
Step 3141/953240 - LR:0.0017 - train_loss: 2.324
Step 3151/953240 - LR:0.0016 - train_loss: 2.354
Step 3161/953240 - LR:0.0017 - train_loss: 2.355
Step 3171/953240 - LR:0.0016 - train_loss: 2.353
Step 3181/953240 - LR:0.0017 - train_loss: 2.319
Step 3191/953240 - LR:0.0016 - train_loss: 2.368
Step 3201/953240 - LR:0.0016 - train_loss: 2.322
Step 3211/953240 - LR:0.0016 - train_loss: 2.356
Step 3221/953240 - LR:0.0017 - train_loss: 2.299
Step 3231/953240 - LR:0.0016 - train_loss: 2.342
Step 3241/953240 - LR:0.0017 - train_loss: 2.326
Step 3251/953240 - LR:0.0016 - train_loss: 2.356
Step 3261/953240 - LR:0.0017 - train_loss: 2.304
Step 3271/953240 - LR:0.0016 - train_loss: 2.307
Step 3281/953240 - LR:0.0017 - train_loss: 2.341
Step 3291/953240 - LR:0.0016 - train_loss: 2.307
Step 3301/953240 - LR:0.0017 - train_loss: 2.302
Step 3311/953240 - LR:0.0016 - train_loss: 2.353
Step 3321/953240 - LR:0.0017 - train_loss: 2.301
Step 3331/953240 - LR:0.0016 - train_loss: 2.362
Step 3341/953240 - LR:0.0017 - train_loss: 2.294
Step 3351/953240 - LR:0.0016 - train_loss: 2.321
Step 3361/953240 - LR:0.0016 - train_loss: 2.270
Step 3371/953240 - LR:0.0016 - train_loss: 2.355
Step 3381/953240 - LR:0.0017 - train_loss: 2.274
Step 3391/953240 - LR:0.0016 - train_loss: 2.317
Step 3401/953240 - LR:0.0017 - train_loss: 2.311
Step 3411/953240 - LR:0.0016 - train_loss: 2.315
Step 3421/953240 - LR:0.0017 - train_loss: 2.297
Step 3431/953240 - LR:0.0016 - train_loss: 2.341
Step 3441/953240 - LR:0.0017 - train_loss: 2.303
Step 3451/953240 - LR:0.0016 - train_loss: 2.304
Step 3461/953240 - LR:0.0017 - train_loss: 2.255
Step 3471/953240 - LR:0.0016 - train_loss: 2.315
Step 3481/953240 - LR:0.0017 - train_loss: 2.221
Step 3491/953240 - LR:0.0016 - train_loss: 2.315
Step 3501/953240 - LR:0.0017 - train_loss: 2.260
Step 3511/953240 - LR:0.0016 - train_loss: 2.351
Step 3521/953240 - LR:0.0017 - train_loss: 2.240
Step 3531/953240 - LR:0.0016 - train_loss: 2.322
Step 3541/953240 - LR:0.0017 - train_loss: 2.251
Step 3551/953240 - LR:0.0016 - train_loss: 2.283
Step 3561/953240 - LR:0.0017 - train_loss: 2.275
Step 3571/953240 - LR:0.0016 - train_loss: 2.287
Step 3581/953240 - LR:0.0016 - train_loss: 2.215
Step 3591/953240 - LR:0.0016 - train_loss: 2.285
Step 3601/953240 - LR:0.0017 - train_loss: 2.220
Step 3611/953240 - LR:0.0016 - train_loss: 2.293
Step 3621/953240 - LR:0.0017 - train_loss: 2.248
Step 3631/953240 - LR:0.0016 - train_loss: 2.273
Step 3641/953240 - LR:0.0017 - train_loss: 2.209
Step 3651/953240 - LR:0.0016 - train_loss: 2.261
Step 3661/953240 - LR:0.0017 - train_loss: 2.281
Step 3671/953240 - LR:0.0016 - train_loss: 2.253
Step 3681/953240 - LR:0.0017 - train_loss: 2.226
Step 3691/953240 - LR:0.0016 - train_loss: 2.246
Step 3701/953240 - LR:0.0017 - train_loss: 2.225
Step 3711/953240 - LR:0.0016 - train_loss: 2.262
slurmstepd: error: *** STEP 55301.0 ON makkapakka02 CANCELLED AT 2024-10-24T21:50:11 ***

Executing command >>>> 
   srun --pty -c 10 -p makkapakka --export=ALL --gpus=4  ./run.sh

