Python 3.12.5
['▁<', '|', 'endo', 'f', 'text', '|', '>']
[39, 19, 37, 35, 38, 19, 40]
Step 1851/953240 - LR:0.0016 - train_loss: 2.953
Step 1861/953240 - LR:0.0017 - train_loss: 2.881
Step 1871/953240 - LR:0.0016 - train_loss: 2.936
Step 1881/953240 - LR:0.0017 - train_loss: 2.863
Step 1891/953240 - LR:0.0016 - train_loss: 2.936
Step 1901/953240 - LR:0.0017 - train_loss: 2.835
Step 1911/953240 - LR:0.0016 - train_loss: 2.900
Step 1921/953240 - LR:0.0017 - train_loss: 2.810
Step 1931/953240 - LR:0.0016 - train_loss: 2.917
Step 1941/953240 - LR:0.0016 - train_loss: 2.818
Step 1951/953240 - LR:0.0016 - train_loss: 2.868
Step 1961/953240 - LR:0.0017 - train_loss: 2.791
Step 1971/953240 - LR:0.0016 - train_loss: 2.911
Step 1981/953240 - LR:0.0017 - train_loss: 2.802
Step 1991/953240 - LR:0.0016 - train_loss: 2.858
Step 2001/953240 - LR:0.0017 - train_loss: 2.790
Step 2011/953240 - LR:0.0016 - train_loss: 2.839
Step 2021/953240 - LR:0.0016 - train_loss: 2.786
Step 2031/953240 - LR:0.0016 - train_loss: 2.818
Step 2041/953240 - LR:0.0017 - train_loss: 2.785
Step 2051/953240 - LR:0.0016 - train_loss: 2.804
Step 2061/953240 - LR:0.0017 - train_loss: 2.799
Step 2071/953240 - LR:0.0016 - train_loss: 2.823
Step 2081/953240 - LR:0.0017 - train_loss: 2.750
Step 2091/953240 - LR:0.0016 - train_loss: 2.816
Step 2101/953240 - LR:0.0017 - train_loss: 2.771
Step 2111/953240 - LR:0.0016 - train_loss: 2.781
Step 2121/953240 - LR:0.0017 - train_loss: 2.719
Step 2131/953240 - LR:0.0016 - train_loss: 2.775
Step 2141/953240 - LR:0.0017 - train_loss: 2.719
Step 2151/953240 - LR:0.0016 - train_loss: 2.779
Step 2161/953240 - LR:0.0017 - train_loss: 2.713
Step 2171/953240 - LR:0.0016 - train_loss: 2.756
Step 2181/953240 - LR:0.0017 - train_loss: 2.748
Step 2191/953240 - LR:0.0016 - train_loss: 2.767
Step 2201/953240 - LR:0.0017 - train_loss: 2.703
Step 2211/953240 - LR:0.0016 - train_loss: 2.705
Step 2221/953240 - LR:0.0017 - train_loss: 2.725
Step 2231/953240 - LR:0.0016 - train_loss: 2.751
Step 2241/953240 - LR:0.0017 - train_loss: 2.690
Step 2251/953240 - LR:0.0016 - train_loss: 2.777
Step 2261/953240 - LR:0.0017 - train_loss: 2.730
Step 2271/953240 - LR:0.0016 - train_loss: 2.726
Step 2281/953240 - LR:0.0017 - train_loss: 2.671
Step 2291/953240 - LR:0.0016 - train_loss: 2.761
Step 2301/953240 - LR:0.0017 - train_loss: 2.690
Step 2311/953240 - LR:0.0016 - train_loss: 2.739
Step 2321/953240 - LR:0.0016 - train_loss: 2.693
Step 2331/953240 - LR:0.0016 - train_loss: 2.741
Step 2341/953240 - LR:0.0017 - train_loss: 2.670
Step 2351/953240 - LR:0.0016 - train_loss: 2.722
Step 2361/953240 - LR:0.0017 - train_loss: 2.611
Step 2371/953240 - LR:0.0016 - train_loss: 2.691
Step 2381/953240 - LR:0.0017 - train_loss: 2.671
Step 2391/953240 - LR:0.0016 - train_loss: 2.671
Step 2401/953240 - LR:0.0017 - train_loss: 2.641
Step 2411/953240 - LR:0.0016 - train_loss: 2.659
Step 2421/953240 - LR:0.0017 - train_loss: 2.631
Step 2431/953240 - LR:0.0016 - train_loss: 2.666
Step 2441/953240 - LR:0.0017 - train_loss: 2.644
Step 2451/953240 - LR:0.0016 - train_loss: 2.707
Step 2461/953240 - LR:0.0017 - train_loss: 2.622
Step 2471/953240 - LR:0.0016 - train_loss: 2.639
Step 2481/953240 - LR:0.0017 - train_loss: 2.614
Step 2491/953240 - LR:0.0016 - train_loss: 2.674
Step 2501/953240 - LR:0.0017 - train_loss: 2.634
Step 2511/953240 - LR:0.0016 - train_loss: 2.700
Step 2521/953240 - LR:0.0017 - train_loss: 2.598
Step 2531/953240 - LR:0.0016 - train_loss: 2.645
Step 2541/953240 - LR:0.0017 - train_loss: 2.607
Step 2551/953240 - LR:0.0016 - train_loss: 2.625
Step 2561/953240 - LR:0.0017 - train_loss: 2.580
Step 2571/953240 - LR:0.0016 - train_loss: 2.607
Step 2581/953240 - LR:0.0017 - train_loss: 2.617
Step 2591/953240 - LR:0.0016 - train_loss: 2.614
Step 2601/953240 - LR:0.0017 - train_loss: 2.536
Step 2611/953240 - LR:0.0016 - train_loss: 2.619
Step 2621/953240 - LR:0.0017 - train_loss: 2.538
Step 2631/953240 - LR:0.0016 - train_loss: 2.620
Step 2641/953240 - LR:0.0017 - train_loss: 2.552
Step 2651/953240 - LR:0.0016 - train_loss: 2.601
Step 2661/953240 - LR:0.0017 - train_loss: 2.550
Step 2671/953240 - LR:0.0016 - train_loss: 2.588
Step 2681/953240 - LR:0.0017 - train_loss: 2.517
Step 2691/953240 - LR:0.0016 - train_loss: 2.622
Step 2701/953240 - LR:0.0017 - train_loss: 2.537
Step 2711/953240 - LR:0.0016 - train_loss: 2.560
Step 2721/953240 - LR:0.0017 - train_loss: 2.528
Step 2731/953240 - LR:0.0016 - train_loss: 2.542
Step 2741/953240 - LR:0.0017 - train_loss: 2.527
Step 2751/953240 - LR:0.0016 - train_loss: 2.616
Step 2761/953240 - LR:0.0017 - train_loss: 2.519
Step 2771/953240 - LR:0.0016 - train_loss: 2.567
Step 2781/953240 - LR:0.0017 - train_loss: 2.536
Step 2791/953240 - LR:0.0016 - train_loss: 2.526
Step 2801/953240 - LR:0.0017 - train_loss: 2.490
Step 2811/953240 - LR:0.0016 - train_loss: 2.528
Step 2821/953240 - LR:0.0016 - train_loss: 2.525
Step 2831/953240 - LR:0.0016 - train_loss: 2.598
Step 2841/953240 - LR:0.0017 - train_loss: 2.527
Step 2851/953240 - LR:0.0016 - train_loss: 2.561
Step 2861/953240 - LR:0.0017 - train_loss: 2.494
Step 2871/953240 - LR:0.0016 - train_loss: 2.533
Step 2881/953240 - LR:0.0017 - train_loss: 2.510
Step 2891/953240 - LR:0.0016 - train_loss: 2.495
Step 2901/953240 - LR:0.0017 - train_loss: 2.489
Step 2911/953240 - LR:0.0016 - train_loss: 2.490
Step 2921/953240 - LR:0.0017 - train_loss: 2.462
Step 2931/953240 - LR:0.0016 - train_loss: 2.457
Step 2941/953240 - LR:0.0017 - train_loss: 2.465
Step 2951/953240 - LR:0.0016 - train_loss: 2.505
Step 2961/953240 - LR:0.0017 - train_loss: 2.474
Step 2971/953240 - LR:0.0016 - train_loss: 2.493
Step 2981/953240 - LR:0.0016 - train_loss: 2.438
Step 2991/953240 - LR:0.0016 - train_loss: 2.513
Step 3001/953240 - LR:0.0017 - train_loss: 2.436
Step 3011/953240 - LR:0.0016 - train_loss: 2.494
Step 3021/953240 - LR:0.0017 - train_loss: 2.446
Step 3031/953240 - LR:0.0016 - train_loss: 2.476
Step 3041/953240 - LR:0.0017 - train_loss: 2.423
Step 3051/953240 - LR:0.0016 - train_loss: 2.492
Step 3061/953240 - LR:0.0017 - train_loss: 2.428
Step 3071/953240 - LR:0.0016 - train_loss: 2.449
Step 3081/953240 - LR:0.0017 - train_loss: 2.399
Step 3091/953240 - LR:0.0016 - train_loss: 2.495
Step 3101/953240 - LR:0.0017 - train_loss: 2.411
Step 3111/953240 - LR:0.0016 - train_loss: 2.476
Step 3121/953240 - LR:0.0017 - train_loss: 2.427
Step 3131/953240 - LR:0.0016 - train_loss: 2.461
Step 3141/953240 - LR:0.0017 - train_loss: 2.404
Step 3151/953240 - LR:0.0016 - train_loss: 2.413
Step 3161/953240 - LR:0.0017 - train_loss: 2.357
Step 3171/953240 - LR:0.0016 - train_loss: 2.411
Step 3181/953240 - LR:0.0017 - train_loss: 2.420
Step 3191/953240 - LR:0.0016 - train_loss: 2.441
Step 3201/953240 - LR:0.0016 - train_loss: 2.374
Step 3211/953240 - LR:0.0016 - train_loss: 2.433
Step 3221/953240 - LR:0.0017 - train_loss: 2.400
Step 3231/953240 - LR:0.0016 - train_loss: 2.449
Step 3241/953240 - LR:0.0017 - train_loss: 2.392
Step 3251/953240 - LR:0.0016 - train_loss: 2.472
Step 3261/953240 - LR:0.0017 - train_loss: 2.373
Step 3271/953240 - LR:0.0016 - train_loss: 2.402
Step 3281/953240 - LR:0.0017 - train_loss: 2.370
Step 3291/953240 - LR:0.0016 - train_loss: 2.418
Step 3301/953240 - LR:0.0017 - train_loss: 2.398
Step 3311/953240 - LR:0.0016 - train_loss: 2.416
Step 3321/953240 - LR:0.0017 - train_loss: 2.380
Step 3331/953240 - LR:0.0016 - train_loss: 2.427
Step 3341/953240 - LR:0.0017 - train_loss: 2.368
Step 3351/953240 - LR:0.0016 - train_loss: 2.419
Step 3361/953240 - LR:0.0016 - train_loss: 2.383
Step 3371/953240 - LR:0.0016 - train_loss: 2.386
Step 3381/953240 - LR:0.0017 - train_loss: 2.327
Step 3391/953240 - LR:0.0016 - train_loss: 2.327
Step 3401/953240 - LR:0.0017 - train_loss: 2.354
Step 3411/953240 - LR:0.0016 - train_loss: 2.385
Step 3421/953240 - LR:0.0017 - train_loss: 2.335
Step 3431/953240 - LR:0.0016 - train_loss: 2.351
Step 3441/953240 - LR:0.0017 - train_loss: 2.324
Step 3451/953240 - LR:0.0016 - train_loss: 2.334
Step 3461/953240 - LR:0.0017 - train_loss: 2.307
Step 3471/953240 - LR:0.0016 - train_loss: 2.350
Step 3481/953240 - LR:0.0017 - train_loss: 2.352
Step 3491/953240 - LR:0.0016 - train_loss: 2.396
Step 3501/953240 - LR:0.0017 - train_loss: 2.291
Step 3511/953240 - LR:0.0016 - train_loss: 2.344
Step 3521/953240 - LR:0.0017 - train_loss: 2.356
Step 3531/953240 - LR:0.0016 - train_loss: 2.355
Step 3541/953240 - LR:0.0017 - train_loss: 2.353
Step 3551/953240 - LR:0.0016 - train_loss: 2.312
Step 3561/953240 - LR:0.0017 - train_loss: 2.314
Step 3571/953240 - LR:0.0016 - train_loss: 2.328
Step 3581/953240 - LR:0.0016 - train_loss: 2.268
Step 3591/953240 - LR:0.0016 - train_loss: 2.372
Step 3601/953240 - LR:0.0017 - train_loss: 2.304
Step 3611/953240 - LR:0.0016 - train_loss: 2.329
Step 3621/953240 - LR:0.0017 - train_loss: 2.314
Step 3631/953240 - LR:0.0016 - train_loss: 2.338
Step 3641/953240 - LR:0.0017 - train_loss: 2.326
Step 3651/953240 - LR:0.0016 - train_loss: 2.362
Step 3661/953240 - LR:0.0017 - train_loss: 2.335
Step 3671/953240 - LR:0.0016 - train_loss: 2.287
Step 3681/953240 - LR:0.0017 - train_loss: 2.298
Step 3691/953240 - LR:0.0016 - train_loss: 2.300
Step 3701/953240 - LR:0.0017 - train_loss: 2.267
Step 3711/953240 - LR:0.0016 - train_loss: 2.315
Step 3721/953240 - LR:0.0017 - train_loss: 2.245
Step 3731/953240 - LR:0.0016 - train_loss: 2.292
Step 3741/953240 - LR:0.0017 - train_loss: 2.305
Step 3751/953240 - LR:0.0016 - train_loss: 2.354
Step 3761/953240 - LR:0.0017 - train_loss: 2.295
Step 3771/953240 - LR:0.0016 - train_loss: 2.267
Step 3781/953240 - LR:0.0017 - train_loss: 2.260
Step 3791/953240 - LR:0.0016 - train_loss: 2.316
Step 3801/953240 - LR:0.0017 - train_loss: 2.250
Step 3811/953240 - LR:0.0016 - train_loss: 2.315
Step 3821/953240 - LR:0.0017 - train_loss: 2.231
Step 3831/953240 - LR:0.0016 - train_loss: 2.294
Step 3841/953240 - LR:0.0017 - train_loss: 2.287
Step 3851/953240 - LR:0.0016 - train_loss: 2.291
Step 3861/953240 - LR:0.0017 - train_loss: 2.243
Step 3871/953240 - LR:0.0016 - train_loss: 2.281
Step 3881/953240 - LR:0.0017 - train_loss: 2.271
Step 3891/953240 - LR:0.0016 - train_loss: 2.290
Step 3901/953240 - LR:0.0017 - train_loss: 2.272
Step 3911/953240 - LR:0.0016 - train_loss: 2.320
Step 3921/953240 - LR:0.0017 - train_loss: 2.257
Step 3931/953240 - LR:0.0016 - train_loss: 2.260
Step 3941/953240 - LR:0.0017 - train_loss: 2.283
Step 3951/953240 - LR:0.0016 - train_loss: 2.292
Step 3961/953240 - LR:0.0016 - train_loss: 2.250
Step 3971/953240 - LR:0.0016 - train_loss: 2.290
Step 3981/953240 - LR:0.0017 - train_loss: 2.221
Step 3991/953240 - LR:0.0016 - train_loss: 2.250
Step 4001/953240 - LR:0.0017 - train_loss: 2.258
Step 4011/953240 - LR:0.0016 - train_loss: 2.265
Step 4021/953240 - LR:0.0017 - train_loss: 2.228
Step 4031/953240 - LR:0.0016 - train_loss: 2.238
Step 4041/953240 - LR:0.0017 - train_loss: 2.242
Step 4051/953240 - LR:0.0016 - train_loss: 2.275
Step 4061/953240 - LR:0.0017 - train_loss: 2.208
Step 4071/953240 - LR:0.0016 - train_loss: 2.268
Step 4081/953240 - LR:0.0017 - train_loss: 2.252
Step 4091/953240 - LR:0.0016 - train_loss: 2.231
Step 4101/953240 - LR:0.0017 - train_loss: 2.205
Step 4111/953240 - LR:0.0016 - train_loss: 2.270
Step 4121/953240 - LR:0.0017 - train_loss: 2.217
Step 4131/953240 - LR:0.0016 - train_loss: 2.225
Step 4141/953240 - LR:0.0017 - train_loss: 2.201
Step 4151/953240 - LR:0.0016 - train_loss: 2.223
Step 4161/953240 - LR:0.0017 - train_loss: 2.177
Step 4171/953240 - LR:0.0016 - train_loss: 2.249
Step 4181/953240 - LR:0.0017 - train_loss: 2.201
Step 4191/953240 - LR:0.0016 - train_loss: 2.258
Step 4201/953240 - LR:0.0017 - train_loss: 2.169
Step 4211/953240 - LR:0.0016 - train_loss: 2.244
Step 4221/953240 - LR:0.0017 - train_loss: 2.199
Step 4231/953240 - LR:0.0016 - train_loss: 2.225
Step 4241/953240 - LR:0.0017 - train_loss: 2.191
Step 4251/953240 - LR:0.0016 - train_loss: 2.224
Step 4261/953240 - LR:0.0017 - train_loss: 2.196
Step 4271/953240 - LR:0.0016 - train_loss: 2.219
Step 4281/953240 - LR:0.0017 - train_loss: 2.171
Step 4291/953240 - LR:0.0016 - train_loss: 2.212
Step 4301/953240 - LR:0.0017 - train_loss: 2.147
Step 4311/953240 - LR:0.0016 - train_loss: 2.225
Step 4321/953240 - LR:0.0017 - train_loss: 2.197
Step 4331/953240 - LR:0.0016 - train_loss: 2.208
Step 4341/953240 - LR:0.0017 - train_loss: 2.233
Step 4351/953240 - LR:0.0016 - train_loss: 2.250
Step 4361/953240 - LR:0.0017 - train_loss: 2.229
Step 4371/953240 - LR:0.0016 - train_loss: 2.206
Step 4381/953240 - LR:0.0017 - train_loss: 2.151
Step 4391/953240 - LR:0.0016 - train_loss: 2.215
Step 4401/953240 - LR:0.0017 - train_loss: 2.154
Step 4411/953240 - LR:0.0016 - train_loss: 2.197
Step 4421/953240 - LR:0.0017 - train_loss: 2.159
Step 4431/953240 - LR:0.0016 - train_loss: 2.149
Step 4441/953240 - LR:0.0017 - train_loss: 2.188
Step 4451/953240 - LR:0.0016 - train_loss: 2.187
Step 4461/953240 - LR:0.0017 - train_loss: 2.163
Step 4471/953240 - LR:0.0016 - train_loss: 2.155
Step 4481/953240 - LR:0.0017 - train_loss: 2.138
Step 4491/953240 - LR:0.0016 - train_loss: 2.196
Step 4501/953240 - LR:0.0017 - train_loss: 2.183
Step 4511/953240 - LR:0.0016 - train_loss: 2.174
Step 4521/953240 - LR:0.0017 - train_loss: 2.148
Step 4531/953240 - LR:0.0016 - train_loss: 2.201
Step 4541/953240 - LR:0.0017 - train_loss: 2.158
Step 4551/953240 - LR:0.0016 - train_loss: 2.181
Step 4561/953240 - LR:0.0017 - train_loss: 2.143
Step 4571/953240 - LR:0.0016 - train_loss: 2.162
Step 4581/953240 - LR:0.0017 - train_loss: 2.118
Step 4591/953240 - LR:0.0016 - train_loss: 2.151
Step 4601/953240 - LR:0.0017 - train_loss: 2.162
Step 4611/953240 - LR:0.0016 - train_loss: 2.162
Step 4621/953240 - LR:0.0017 - train_loss: 2.136
Step 4631/953240 - LR:0.0016 - train_loss: 2.136
Step 4641/953240 - LR:0.0017 - train_loss: 2.152
Step 4651/953240 - LR:0.0016 - train_loss: 2.159
Step 4661/953240 - LR:0.0017 - train_loss: 2.170
Step 4671/953240 - LR:0.0016 - train_loss: 2.176
Step 4681/953240 - LR:0.0017 - train_loss: 2.132
Step 4691/953240 - LR:0.0016 - train_loss: 2.205
Step 4701/953240 - LR:0.0017 - train_loss: 2.134
Step 4711/953240 - LR:0.0016 - train_loss: 2.168
Step 4721/953240 - LR:0.0017 - train_loss: 2.151
Step 4731/953240 - LR:0.0016 - train_loss: 2.187
Step 4741/953240 - LR:0.0017 - train_loss: 2.164
Step 4751/953240 - LR:0.0016 - train_loss: 2.197
Step 4761/953240 - LR:0.0017 - train_loss: 2.154
Step 4771/953240 - LR:0.0016 - train_loss: 2.162
Step 4781/953240 - LR:0.0017 - train_loss: 2.143
Step 4791/953240 - LR:0.0016 - train_loss: 2.144
Step 4801/953240 - LR:0.0017 - train_loss: 2.110
Step 4811/953240 - LR:0.0016 - train_loss: 2.176
Step 4821/953240 - LR:0.0017 - train_loss: 2.140
